Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Votes
Support Request,JRACLOUD-31604,726218,to show the components field in create sub-task screen with the parent compnonents selected by default?,,rajukc530,Low,Closed,Handled by Support,07/Feb/2013 12:30 PM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31550,726302,"Receive message of related issues when deleting a version, but no issues exist",,karie.kelly@phytel.com,Low,Closed,Handled by Support,03/Feb/2013 3:48 PM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31537,729390,The JIRA workflow designer displays a proxy authentication dialog,,info@docminer.com,Low,Closed,Handled by Support,01/Feb/2013 6:32 PM,02/Apr/2017 10:15 AM,1
Support Request,JRACLOUD-31530,730172,Slow response of filter customization tool JIRA 5.2 with Internet Explorer 8,,lumir.kvaca,Low,Closed,Handled by Support,01/Feb/2013 12:19 PM,02/Apr/2017 10:15 AM,0
Support Request,JRACLOUD-31429,740329,"Japanese localization custom fields (and value in list), custom issue types, custom statuses",,k.lyakhovsky,Low,Closed,Handled by Support,24/Jan/2013 1:10 PM,02/Apr/2017 10:14 AM,1
Support Request,JRACLOUD-31406,742978,How to install Jira on Linux(CentOS 6.0),,it.xiamen,Low,Closed,Handled by Support,23/Jan/2013 2:04 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31400,731809,Administration quick search missing,,dieter,Low,Closed,Handled by Support,22/Jan/2013 12:49 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31398,745173,Add comments,,gregorymeier,Low,Closed,Handled by Support,22/Jan/2013 10:44 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31380,725815,Pie Gadget does not include reopened issues,,radek.antoniuk@quiddia.com,Low,Closed,Handled by Support,21/Jan/2013 10:37 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31352,746909,Kuali Rice Release Notes Query Imporovement,,gptrude,Low,Closed,Handled by Support,17/Jan/2013 7:29 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31344,729157,Checking the security level and the user by creating an issue,,d.muellers,Low,Closed,Handled by Support,17/Jan/2013 1:49 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31339,742934,Resolving issue without logged work removes original estimate,,magahl,Low,Closed,Handled by Support,17/Jan/2013 9:55 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31327,768053,Administration->Plugins->Configure OAuth results in java error,,fred@edgespring.com,Low,Closed,Handled by Support,16/Jan/2013 6:19 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31311,729393,Custom field not showing in Issue Navigator even when filters limited to those the custom field is set for,,abrittan,Low,Closed,Handled by Support,15/Jan/2013 12:29 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31289,728972,Transition not available,,veddermatic,Low,Closed,Handled by Support,14/Jan/2013 5:11 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31276,746233,More Actions not displaying full menu in IE8 where as displaying in Mozilla 17.0.1,,amruta.panda@honeywell.com,Low,Closed,Handled by Support,14/Jan/2013 8:28 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31244,725775,Assigned to me gadget doesn't show reopened issue,,tomaskenis,Low,Closed,Handled by Support,11/Jan/2013 11:07 AM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31206,725318,JIRA dashboard some users have +Add Gadget while others do not ,,jhoffmann@woodmen.org,Low,Closed,Handled by Support,09/Jan/2013 5:00 PM,02/Apr/2017 10:14 AM,0
Support Request,JRACLOUD-31160,727187,Borders missing around input elements,,nx,Low,Closed,Handled by Support,07/Jan/2013 2:47 AM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-31133,726404,Upgrade to latest JIRA version Another instance of JIRA,,jhoffmann@woodmen.org,Low,Closed,Handled by Support,02/Jan/2013 1:59 PM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-31124,726236,Custom Events: Failed to publish web-hooks for event,,lenzman,Low,Closed,Handled by Support,31/Dec/2012 4:42 PM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-31116,746849,REST API delivers INTERNAL SERVER ERROR,,frittilo,Low,Closed,Handled by Support,30/Dec/2012 10:58 AM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-31073,736747,System Error page for the few screens in https://issuetracking.jpmchase.net/jira16/browse/OMP,,u680609,Low,Closed,Handled by Support,21/Dec/2012 11:19 PM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-31058,729943,Installation problem - Jira can't connect to SQL Server with instance name,,kdjrj,Low,Closed,Handled by Support,21/Dec/2012 8:31 AM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-30964,727692,login page crashed when using numbers,,battage,Low,Closed,Handled by Support,13/Dec/2012 7:23 PM,02/Apr/2017 10:13 AM,0
Support Request,JRACLOUD-30916,762681, Error in Application Linkers plugin,,acsjira@honeywell.com,Low,Closed,Handled by Support,11/Dec/2012 4:31 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30888,767647,Error uploading JIRA workflow toolbox,,jhoffmann@woodmen.org,Low,Closed,Handled by Support,07/Dec/2012 4:40 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30886,729362,Log Work button in Issue View does not work in JIRA OnDemand,,jeffbyrnes,Low,Closed,Handled by Support,07/Dec/2012 4:03 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30881,727478,"jira crash 3 days in a row aprox same time, no info in jira or system logs",,dbottger@csstars.com,Low,Closed,Handled by Support,07/Dec/2012 1:34 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30880,727458,cannot send support ticket from jira,,dbottger@csstars.com,Low,Closed,Handled by Support,07/Dec/2012 1:32 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30865,767691,Unable to start JIRA server with AJP protocol,,gokulamurthy,Low,Closed,Handled by Support,06/Dec/2012 1:41 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30862,742953,Quick Search does not always work,,hauer,Low,Closed,Handled by Support,06/Dec/2012 9:34 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30848,742955,default issue security not used when security level field hidden (and error message),,jmroth,Low,Closed,Handled by Support,05/Dec/2012 5:52 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30838,727463,Session time outs during a bulk issue change,,atlassian@turneround.net,Low,Closed,Handled by Support,05/Dec/2012 9:08 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30834,742946,timeout detected incorrectly without an option to proceed.,,yuriylook,Low,Closed,Handled by Support,05/Dec/2012 2:40 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30832,727371,"browser hangs when ""Start Progress"" is pressed.",,adrianoptiver,Low,Closed,Resolved Locally,05/Dec/2012 12:27 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30800,767247,Log Work icon (plus sign) does not bring up menu,,martin.lyne,Low,Closed,Handled by Support,03/Dec/2012 12:11 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30799,767741,Jira shuts down and we loose data done ,,tshepo@infowarestudios.co.za,Low,Closed,Handled by Support,03/Dec/2012 11:56 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30766,742952,IE8 Layout Overlaps with Date Picker on JIRA 4.4.1,,trinsghost,Low,Closed,Handled by Support,29/Nov/2012 9:43 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30721,728755,JIRA Eclipse connector reports that RPC services are not available,,dma_k,Low,Closed,Handled by Support,27/Nov/2012 11:12 AM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30711,729647,Creating an issue gets canceled,,lauri.vasko@proekspert.ee,Low,Closed,Handled by Support,26/Nov/2012 12:53 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30666,738468,Inconsistency while displaying issue status,,joseadp,Low,Closed,Handled by Support,21/Nov/2012 5:03 PM,02/Apr/2017 10:12 AM,0
Support Request,JRACLOUD-30642,735148,Could not find column 'EXCLUDE_ISSUE_DETAILS' in previously parsed query,,gimartins,Low,Closed,Handled by Support,20/Nov/2012 5:09 PM,02/Apr/2017 10:11 AM,0
Support Request,JRACLOUD-30561,767952,Startup fails if -Dhttp.nonProxyHosts contains the pipe-character,,muffl0n,Low,Closed,Handled by Support,15/Nov/2012 9:24 AM,02/Apr/2017 10:11 AM,0
Support Request,JRACLOUD-30507,767618,javax.mail.FolderClosedException thrown by Comment creator on IMAP,,intersol,Low,Closed,Handled by Support,12/Nov/2012 8:59 PM,02/Apr/2017 10:11 AM,0
Support Request,JRACLOUD-30385,741436,One issue is very slow to load,,jimbo80s,Low,Closed,Handled by Support,06/Nov/2012 9:54 AM,02/Apr/2017 10:11 AM,0
Support Request,JRACLOUD-30013,745636,Attach screenshot applet doesn't work when JIRA is proxied,,jfarnsworth,Low,Closed,Handled by Support,08/Oct/2012 1:49 PM,02/Apr/2017 10:09 AM,0
Support Request,JRACLOUD-29796,731820,Error forwarding email - incoming mail server,,7a19f77d-7815-4c36-8356-a1659c0eaf53,Low,Closed,Handled by Support,19/Sep/2012 3:17 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29715,733593,Email notifications duplicating for individual notification,,edenny@deyta.com,Low,Closed,Handled by Support,13/Sep/2012 8:29 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29599,728649,Search Ticket as an administrator,,uniccloud,Low,Closed,Handled by Support,05/Sep/2012 12:45 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29586,726784,Can't delete Widget with org.apache.shindig.gadgets.GadgetException after XML Import,,p.westrich,Low,Closed,Handled by Support,04/Sep/2012 8:59 AM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29553,745631,Email deleted when create user is NOT checked and email comes from unknown user.,,kristin.steinhardt,Low,Closed,Handled by Support,30/Aug/2012 2:12 PM,02/Apr/2017 10:08 AM,0
Support Request,JRACLOUD-29302,744785,JSON Object TypeError in Chrome,,adtech.chris,Low,Closed,Handled by Support,13/Aug/2012 8:29 AM,02/Apr/2017 10:07 AM,0
Support Request,JRACLOUD-27752,726251,Cannot remove user from group,,glewe,Low,Closed,Handled by Support,02/Apr/2012 10:54 AM,02/Apr/2017 10:02 AM,0
Support Request,JRACLOUD-27512,743135,"""Configure Fields"" button on first step creating issue",dcurrie@atlassian.com,derrick.fans,Low,Closed,Handled by Support,14/Mar/2012 9:58 AM,02/Apr/2017 10:01 AM,0
Support Request,JRACLOUD-27273,746927,Watchers column is empty in the issue navigator,,alice paillard,Low,Closed,Handled by Support,24/Feb/2012 11:22 AM,02/Apr/2017 10:00 AM,0
Support Request,JRACLOUD-26931,746648,blabla j'ai un problème sur cette support request,,jackhearta,Low,Closed,Handled by Support,26/Jan/2012 11:24 PM,02/Apr/2017 9:59 AM,0
Support Request,JRACLOUD-26930,746659,"Héhé support request qslkdfjqsdfmlkjqsf
qsf
qs
fdqs
fq
sf
qs",,jackhearta,Low,Closed,Handled by Support,26/Jan/2012 11:24 PM,02/Apr/2017 9:59 AM,0
Support Request,JRACLOUD-26715,768190,Subscritpion emails continue after filter has been deleted,bdziedzic,stevekrysko,Low,Closed,Handled by Support,05/Jan/2012 4:20 PM,02/Apr/2017 9:58 AM,0
Support Request,JRACLOUD-26571,729881,"Cannot create groups in Jira.  My permissions are all correct, but nothing shows on the scree to allow me to create a group.",mchin,phaecb,Low,Closed,Handled by Support,15/Dec/2011 7:42 PM,02/Apr/2017 9:58 AM,0
Support Request,JRACLOUD-26176,739338,Duplicated ticket created,,xjrk,Low,Closed,Handled by Support,07/Nov/2011 9:12 PM,02/Apr/2017 9:57 AM,0
Support Request,JRACLOUD-21684,758600,SAC or JIRA  Changing Priorities of Issues,aatkins,mfinch,Low,Closed,Won't Do,02/Jul/2010 5:17 PM,02/Apr/2017 9:49 AM,0
